# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-t" "exon" "-g" "gene_id" "-a" "/mnt/d/RNAseq/reference/BDGP5.25.62/Drosophila_melanogaster.BDGP5.25.62.gtf" "-o" "/mnt/d/RNAseq/counts/all_samples_gene_counts.txt" "/mnt/d/RNAseq/alignment/SRR031708.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031712.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031713.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031720.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031721.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031722.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/RNAseq/alignment/SRR031708.sorted.bam	/mnt/d/RNAseq/alignment/SRR031712.sorted.bam	/mnt/d/RNAseq/alignment/SRR031713.sorted.bam	/mnt/d/RNAseq/alignment/SRR031720.sorted.bam	/mnt/d/RNAseq/alignment/SRR031721.sorted.bam	/mnt/d/RNAseq/alignment/SRR031722.sorted.bam
FBgn0259822	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11159270;11159880;11160245;11160245;11161068;11161068;11162262;11162984;11162984;11162984;11163222;11163222;11163222;11163453;11163453;11163453;11164224;11165564;11165564;11165585;11165585;11165745;11165745;11165745;11165745;11166027;11166027;11166027;11166027;11166690;11170368;11170368;11170368;11170368	11159729;11160336;11160336;11160336;11161290;11161290;11162525;11163098;11163098;11163098;11163389;11163389;11163389;11163937;11163937;11163937;11165416;11165678;11165678;11165678;11165678;11165966;11165966;11165966;11165966;11166143;11166143;11166143;11166143;11166962;11170471;11170471;11170471;11170471	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4196	0	0	0	0	0	0
FBgn0014076	2L	11171229	11171665	-	437	0	0	0	0	0	0
FBgn0032354	2L	11179041	11180436	+	1396	57	45	42	49	61	49
FBgn0259750	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11210681;11210681;11210681;11211768;11211768;11211768;11225694;11225694;11225694;11235275;11235275;11235275;11236204;11236204;11236204;11236930;11236930;11236930;11237356;11237356;11237356;11257611;11258215;11258215;11258215;11258215;11258983;11258983;11258983;11258983	11210725;11210725;11210773;11211963;11211963;11211963;11225884;11225884;11225884;11236066;11236066;11236066;11236798;11236798;11236828;11237220;11237220;11237220;11237554;11237554;11237554;11257800;11258916;11258916;11258916;11258916;11260808;11259501;11261080;11260808	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5377	1	0	2	0	1	1
FBgn0086035	2L	11234835	11234912	+	78	0	0	0	0	0	0
FBgn0052830	2L;2L	11254574;11255463	11254709;11256577	+;+	1251	0	0	0	0	0	0
FBgn0040232	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11260823;11262244;11262486;11262617;11262819;11266882;11267151;11268106;11268510;11268708	11262180;11262429;11262560;11262751;11266557;11267046;11268052;11268452;11268632;11269179	-;-;-;-;-;-;-;-;-;-	7502	623	761	703	776	983	882
FBgn0040233	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11269727;11270118;11270298;11270698;11272685;11276137;11276399;11276605;11276921;11277255;11277441;11278394;11278575;11278755	11270042;11270240;11270644;11271533;11276075;11276337;11276548;11276856;11277196;11277375;11278130;11278485;11278673;11279847	+;+;+;+;+;+;+;+;+;+;+;+;+;+	7987	0	0	0	0	0	0
FBgn0052831	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11269727;11270118;11270298;11270698;11272685;11276137;11276399;11276605;11276921;11277255;11277441;11278023;11278023;11278151;11278331;11278394;11278394;11278394;11278394;11278575;11278575;11278575;11278755;11278755;11278755;11278755;11278755	11270042;11270240;11270644;11271533;11276075;11276337;11276548;11276856;11277196;11277375;11278130;11278130;11278130;11278322;11278485;11278485;11278485;11278485;11278485;11278673;11278673;11278673;11279847;11279847;11279847;11279847;11279847	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8222	0	0	0	0	0	0
FBgn0032358	2L;2L;2L;2L;2L	11280314;11280617;11280821;11281133;11281472	11280515;11280758;11280928;11281406;11281929	+;+;+;+;+	1184	35	42	24	31	28	27
FBgn0020270	2L;2L;2L;2L;2L	11282093;11282459;11283593;11283809;11284186	11282406;11283533;11283753;11284118;11284337	+;+;+;+;+	2012	217	212	187	216	276	254
FBgn0032359	2L;2L	11284586;11284891	11284721;11285603	-;-	849	0	0	0	1	0	0
FBgn0032360	2L;2L;2L;2L	11342313;11342583;11342837;11343100	11342528;11342779;11343045;11343263	-;-;-;-	786	0	0	0	0	0	0
FBgn0000287	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11365305;11365316;11366344;11366344;11369726;11369726;11371879;11371879;11372203;11372203;11372525;11372525;11372856;11372856	11365369;11365635;11369008;11369008;11369886;11369886;11372140;11372140;11372435;11372435;11372722;11372722;11373397;11373397	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4392	0	0	0	0	0	0
FBgn0004579	2L;2L;2L;2L	11434311;11436212;11436416;11445028	11435924;11436292;11440251;11445603	-;-;-;-	6107	0	1	0	0	1	1
FBgn0003313	2L;2L	11486189;11486292	11486221;11486955	+;+	697	0	0	0	0	0	0
FBgn0032361	2L;2L;2L;2L;2L	11496794;11497730;11497995;11498267;11498810	11497671;11497911;11498208;11498739;11499119	-;-;-;-;-	2057	60	73	59	48	66	52
FBgn0032362	2L;2L;2L	11505884;11506096;11507444	11505907;11507384;11507897	+;+;+	1767	1	0	1	1	0	0
FBgn0032363	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11508399;11508399;11509467;11509467;11509735;11509735;11510024;11510024;11510321;11510321;11510596;11510596;11511179;11511179;11511609;11511609;11515726;11515726;11516509;11516509;11516723;11516866	11509403;11509403;11509683;11509683;11509964;11509964;11510262;11510262;11510540;11510540;11510850;11510850;11511544;11511544;11515673;11515673;11515817;11515817;11516657;11517057;11516801;11517035	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7238	816	966	819	759	958	865
FBgn0032364	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11517404;11518454;11518695;11519010;11519010;11519172;11519172;11519321;11519321;11519819;11520457	11518952;11518584;11518952;11519114;11519114;11519268;11519268;11519734;11519783;11520358;11521444	+;+;+;+;+;+;+;+;+;+;+	3742	1	1	0	2	1	0
FBgn0032365	2L;2L;2L;2L;2L;2L;2L	11518454;11518695;11519010;11519172;11519321;11519819;11520457	11518584;11518952;11519114;11519268;11519734;11520358;11521444	+;+;+;+;+;+;+	2533	0	0	0	0	0	0
FBgn0032366	2L;2L	11520358;11521118	11521055;11521285	-;-	866	0	0	0	0	0	0
FBgn0028490	2L;2L;2L;2L;2L;2L;2L;2L;2L	11523300;11523300;11523300;11524568;11524568;11524568;11526696;11528121;11528121	11524499;11524499;11524499;11525667;11526012;11525667;11526712;11528201;11528201	-;-;-;-;-;-;-;-;-	2743	2309	2478	2241	1284	1677	1569
FBgn0051706	2L;2L	11529524;11530574	11530183;11531049	-;-	1136	0	1	1	0	0	0
FBgn0085191	2L;2L;2L;2L;2L	11531881;11531962;11532236;11532916;11533502	11531907;11532179;11532851;11533443;11533720	+;+;+;+;+	1608	0	0	0	0	0	0
FBgn0028412	2L;2L;2L	11585430;11585430;11586688	11586628;11586614;11586833	-;-;-	1345	0	0	0	0	0	0
FBgn0032367	2L	11591338	11591678	-	341	0	0	0	0	0	0
FBgn0046212	2L	11591338	11591678	-	341	0	0	0	0	0	0
FBgn0032368	2L;2L;2L;2L	11610510;11610749;11610977;11611599	11610689;11610915;11611540;11611772	-;-;-;-	1085	0	0	0	0	0	0
FBgn0015400	2L	11621819	11626136	+	4318	0	1	0	0	0	2
FBgn0032369	2L;2L;2L;2L;2L;2L;2L	11645133;11645396;11645601;11645920;11646558;11646947;11647450	11645341;11645545;11645861;11646445;11646889;11647389;11648839	-;-;-;-;-;-;-	3311	0	0	0	0	0	0
FBgn0032370	2L	11651391	11652001	-	611	0	0	0	0	0	0
FBgn0032371	2L;2L	11652448;11652630	11652569;11653847	+;+	1340	0	0	0	0	0	0
FBgn0032372	2L;2L	11694856;11695293	11695206;11696072	+;+	1131	0	0	0	0	0	0
FBgn0032373	2L;2L;2L;2L	11738952;11741530;11743834;11744068	11739036;11743729;11744005;11744161	+;+;+;+	2551	22	13	20	20	17	10
FBgn0259960	2L;2L	11753199;11753458	11753401;11753530	-;-	276	0	0	0	0	0	0
FBgn0259961	2L;2L	11753640;11753938	11753884;11754022	-;-	330	0	1	0	0	0	0
FBgn0259962	2L;2L	11754085;11754404	11754344;11754502	-;-	359	0	0	1	0	0	0
FBgn0032374	2L;2L;2L	11788461;11788653;11788834	11788590;11788768;11789475	+;+;+	888	0	2	0	1	1	2
FBgn0032375	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11789604;11789604;11789877;11789877;11790059;11790059;11790176;11790176;11790272;11790370;11790370;11790483;11790483	11789692;11789692;11790005;11790005;11790115;11790115;11790214;11790214;11790310;11790426;11790426;11791015;11791011	+;+;+;+;+;+;+;+;+;+;+;+;+	943	1	0	0	1	0	1
FBgn0032376	2L;2L;2L	11791025;11791268;11791551	11791212;11791375;11792365	-;-;-	1111	0	0	0	0	1	1
FBgn0032377	2L;2L	11792412;11794026	11793946;11794083	-;-	1593	14	7	7	11	19	11
FBgn0020309	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11794327;11794327;11794327;11794327;11797829;11797829;11797829;11798665;11798665;11798665;11798665;11799235;11800155;11800155;11800155;11802287;11802287;11802287;11802905;11803785;11803785;11803785;11803785;11806048;11806048;11806048;11806048;11808014;11808014;11808014;11809126	11797741;11797741;11797741;11797741;11798041;11798041;11798041;11799402;11799402;11799402;11799150;11799402;11800322;11800322;11800322;11803674;11803674;11803674;11803674;11803898;11803898;11803898;11803898;11806157;11806157;11806157;11806157;11808972;11808972;11808972;11809433	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7413	2126	2264	1972	2326	3057	2697
FBgn0086036	2L	11798105	11798195	-	91	4	3	1	2	0	1
FBgn0032378	2L;2L;2L	11810092;11811594;11813725	11811499;11812682;11813800	-;-;-	2573	507	565	515	455	578	564
FBgn0259225	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11814826;11814826;11814826;11814826;11814914;11815983;11817353;11817353;11817353;11817353;11817353;11817353;11818600;11818600;11818600;11818600;11818600;11818600;11821007;11830277;11830277;11830277;11830277;11830277;11833260;11833260;11833260;11833260;11833260;11835090;11835090;11835090;11835090;11835090;11838483;11838483;11838483;11838483;11838483;11841990;11858891;11874257;11896211;11911686;11911686;11925542;11925542;11928543;11928543	11816706;11816706;11816706;11816706;11816706;11816706;11818493;11818493;11818493;11818493;11818493;11818493;11818849;11818849;11818849;11818849;11818849;11818849;11821625;11830831;11830831;11830831;11830831;11830831;11833373;11833373;11833373;11833373;11833373;11835651;11835651;11835651;11835651;11835651;11838773;11838773;11838773;11838773;11838773;11842197;11859560;11874458;11896562;11911708;11911708;11925715;11925715;11928570;11928570	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7070	46	46	41	39	45	54
FBgn0000588	2L;2L;2L;2L	11827180;11828736;11828970;11829176	11828371;11828907;11829103;11829402	-;-;-;-	1725	105	98	83	62	83	84
FBgn0261056	2L	11837259	11837411	+	153	0	0	0	0	0	0
FBgn0259963	2L	11837713	11838049	+	337	0	0	0	0	0	0
FBgn0259964	2L	11839912	11840332	+	421	0	0	0	0	0	1
FBgn0051704	2L	11840691	11841012	+	322	0	0	0	0	0	0
FBgn0040968	2L	11843137	11844059	+	923	0	0	0	0	0	0
FBgn0259989	2L	11843137	11844059	+	923	0	0	0	0	0	0
FBgn0032381	2L;2L;2L	11847231;11848481;11848899	11848421;11848827;11849115	+;+;+	1755	1	0	1	0	0	1
FBgn0032382	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11849962;11850307;11850390;11851618;11851618;11851827;11851827;11852081;11852081;11852378;11852378	11850048;11851551;11851551;11851768;11851768;11852022;11852022;11852221;11852221;11852572;11852572	+;+;+;+;+;+;+;+;+;+;+	2015	52	61	54	39	58	55
FBgn0026392	2L;2L	11934505;11935302	11935226;11935716	+;+	1137	1	0	0	0	0	0
FBgn0026391	2L;2L	11936181;11937090	11936908;11937501	+;+	1140	0	0	0	0	0	0
FBgn0026390	2L;2L	11937969;11938779	11938699;11939202	+;+	1155	0	0	0	0	0	0
FBgn0005664	2L;2L	11944141;11944986	11944243;11946805	+;+	1923	0	0	0	0	0	0
FBgn0032385	2L;2L	11947965;11948105	11948034;11948638	+;+	604	0	0	0	0	0	0
FBgn0067722	2L	11953466	11953489	-	24	0	0	0	0	0	0
FBgn0041606	2L;2L;2L;2L;2L;2L;2L	11956221;11956221;11959711;11960400;11961928;11970257;11970257	11959644;11958670;11960356;11962067;11962067;11971094;11971094	-;-;-;-;-;-;-	6576	2	1	5	2	3	1
FBgn0032387	2L;2L;2L;2L;2L	11981714;11981981;11982414;11983157;11983737	11981723;11982354;11983101;11983675;11984250	+;+;+;+;+	2105	137	149	111	143	150	137
FBgn0032388	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11984327;11984327;11984327;11984725;11984725;11984725;11985007;11985007;11985007;11985833;11985833;11985833;11986438;11986438;11986438;11987472;11987495;11987696;11987696;11987696	11984662;11984662;11984662;11984950;11984950;11984950;11985771;11985771;11985771;11986380;11986380;11986380;11987387;11987387;11987387;11987494;11987512;11988035;11988035;11988035	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3206	639	672	658	537	738	661
FBgn0085192	2L;2L	11988285;11988384	11988329;11988801	+;+	463	24	31	35	29	28	35
FBgn0261266	2L	11988735	11989861	-	1127	30	56	28	23	29	32
FBgn0032390	2L;2L	11989964;11990313	11990255;11990834	+;+	814	126	115	99	100	155	125
FBgn0032391	2L;2L;2L;2L;2L	11990927;11990927;11991330;11991330;11991575	11991271;11991271;11992848;11991519;11992848	+;+;+;+;+	1864	36	43	28	41	53	46
FBgn0051866	2L;2L	11992906;11993857	11993792;11994049	+;+	1080	4	5	6	2	5	5
FBgn0042127	2L;2L	11994066;11995241	11995185;11995428	-;-	1308	2	1	1	1	0	1
FBgn0051864	2L;2L	11995792;11996002	11995943;11996471	+;+	622	4	5	11	8	6	10
FBgn0051865	2L;2L	11996811;11997768	11997703;11997960	+;+	1086	1	2	0	1	1	2
FBgn0042125	2L;2L	11997895;11999152	11999096;11999317	-;-	1368	2	1	6	2	3	1
FBgn0032393	2L;2L	11999654;11999913	11999854;12001244	+;+	1533	184	236	177	190	268	259
FBgn0032394	2L	12001234	12002276	-	1043	149	178	132	160	198	182
FBgn0014019	2L;2L;2L	12008376;12008743;12009140	12008684;12009089;12009846	+;+;+	1363	0	0	1	0	0	0
FBgn0032395	2L;2L;2L;2L	12014304;12014991;12016631;12019102	12014927;12016566;12019041;12020938	-;-;-;-	6448	148	155	148	111	142	162
FBgn0010497	2L;2L;2L;2L;2L	12027440;12031893;12032131;12032646;12033331	12027821;12032071;12032577;12033269;12034123	+;+;+;+;+	2425	25	29	24	30	46	60
FBgn0042126	2L;2L;2L	12034190;12034346;12035194	12034267;12035133;12036137	+;+;+	1810	4	0	2	5	6	1
FBgn0032397	2L;2L;2L;2L;2L;2L;2L;2L	12035995;12036003;12036003;12037155;12037155;12037155;12038293;12038372	12037064;12037064;12037064;12038170;12038170;12038339;12038335;12038543	-;-;-;-;-;-;-;-	2427	207	261	214	178	232	230
FBgn0032398	2L;2L;2L;2L	12038613;12039385;12040265;12040438	12039327;12040202;12040379;12040682	-;-;-;-	1893	310	353	320	297	402	375
FBgn0032399	2L;2L;2L	12041049;12041514;12042327	12041438;12042234;12045200	-;-;-	3985	24	21	16	17	16	31
FBgn0032400	2L	12045346	12046100	-	755	173	206	213	105	124	124
FBgn0032401	2L;2L	12046854;12048349	12048292;12048918	-;-	2009	13	16	18	18	26	24
FBgn0032402	2L;2L;2L;2L;2L;2L	12049423;12049895;12051108;12051108;12051453;12051453	12051032;12051032;12051381;12051381;12052049;12052049	+;+;+;+;+;+	2481	9	14	14	9	14	12
FBgn0028425	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	12051748;12051748;12052560;12052560;12052764;12052764;12053657;12053657;12053982;12053982;12054303;12054303;12055085;12055085;12055902;12055902	12052503;12052503;12052684;12052684;12053088;12053088;12053924;12053924;12054084;12054084;12054498;12054498;12055333;12055359;12055982;12055982	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2129	994	1221	1053	783	1074	952
FBgn0032404	2L;2L;2L;2L;2L;2L	12056324;12056324;12056499;12056499;12057215;12057215	12056432;12056432;12057147;12057147;12057416;12058251	+;+;+;+;+;+	1795	1	0	0	0	0	0
FBgn0085193	2L;2L;2L	12056372;12056499;12057215	12056432;12057147;12058251	+;+;+	1747	0	0	0	0	0	0
FBgn0027505	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	12058287;12058287;12058830;12058830;12059213;12059213;12060398;12060398;12060587;12060587;12060869;12060869;12062716;12062716;12063081	12058766;12058766;12059027;12059027;12060338;12060338;12060525;12060525;12060803;12060803;12062662;12062662;12063025;12063165;12063171	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4399	90	109	95	101	129	114
FBgn0032405	2L;2L;2L;2L;2L	12063523;12063929;12064350;12064566;12065270	12063870;12064289;12064504;12064719;12066772	-;-;-;-;-	2521	6	9	2	41	63	41
FBgn0032406	2L	12076823	12077635	+	813	0	0	0	0	0	0
FBgn0003145	2L;2L;2L;2L	12082997;12082997;12085143;12085463	12085088;12085088;12085378;12085792	-;-;-;-	2658	0	0	0	0	0	0
FBgn0032407	2L;2L;2L;2L;2L;2L;2L;2L;2L	12093771;12093771;12093994;12093994;12094178;12094178;12094548;12094769;12094769	12093910;12093910;12094111;12094111;12094711;12094481;12094711;12095250;12095250	+;+;+;+;+;+;+;+;+	1274	242	264	200	232	274	279
FBgn0032408	2L	12095176	12096510	-	1335	135	158	138	89	119	118
FBgn0028707	2L;2L;2L	12096586;12096635;12096696	12096646;12097688;12097694	+;+;+	1109	10	14	19	14	17	23
FBgn0032409	2L;2L;2L;2L	12097843;12098356;12099427;12100042	12098062;12099366;12099978;12100839	+;+;+;+	2581	192	245	203	252	302	259
FBgn0029137	2L;2L	12100765;12101495	12101439;12103285	-;-	2466	11	11	5	5	6	8
FBgn0027081	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	12103734;12103786;12104283;12104492;12104492;12104492;12104688;12104688;12104688;12105176;12105176;12105176	12103834;12104056;12104382;12104552;12104552;12104552;12105121;12105121;12105121;12106894;12106894;12106894	+;+;+;+;+;+;+;+;+;+;+;+	2637	1101	1255	1093	1105	1447	1313
FBgn0015797	2L	12107287	12109124	-	1838	549	542	473	403	510	524
FBgn0032412	2L	12109457	12110522	+	1066	1	0	0	0	1	0
FBgn0032413	2L	12111133	12111995	+	863	0	0	1	0	0	1
FBgn0032414	2L;2L;2L;2L;2L	12125098;12125421;12125824;12125966;12128518	12125185;12125756;12125904;12128413;12129629	+;+;+;+;+	4065	3	2	1	1	1	1
FBgn0032415	2L;2L;2L;2L;2L;2L;2L	12130596;12130596;12130886;12130886;12131292;12131292;12133094	12130817;12130817;12131065;12131065;12131435;12131517;12133339	-;-;-;-;-;-;-	874	0	0	0	0	0	0
FBgn0032416	2L;2L;2L;2L;2L	12138073;12138167;12138746;12139640;12140165	12138102;12138603;12139153;12140105;12140251	+;+;+;+;+	1428	0	0	0	0	0	0
FBgn0051760	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	12142784;12142784;12145070;12145070;12153508;12153508;12155472;12155472;12160690;12160690;12161245;12161245;12162740;12162740;12163457;12163457;12166727;12166727;12166898;12166898;12167113;12167113;12168120;12168120;12168428;12168428;12168688;12168742	12142833;12142833;12145266;12145266;12153974;12153974;12155658;12155658;12160882;12160882;12161650;12161650;12163041;12163041;12163610;12163610;12166836;12166836;12167042;12167042;12167321;12167321;12168369;12168369;12168612;12168612;12170217;12170217	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4385	0	0	1	0	1	0
FBgn0051860	2L;2L	12164241;12165793	12165585;12166723	+;+	2276	0	0	0	0	0	0
FBgn0032419	2L;2L	12170586;12170957	12170899;12171232	+;+	590	0	0	0	0	0	0
FBgn0032420	2L;2L;2L	12171204;12172117;12172423	12171924;12172302;12172569	-;-;-	1054	13	30	23	47	58	63
FBgn0032421	2L;2L;2L;2L	12172984;12172984;12173209;12173214	12173130;12173130;12174091;12174090	+;+;+;+	1030	32	24	29	54	65	65
FBgn0032422	2L;2L;2L	12175448;12176804;12177544	12175770;12176974;12177886	-;-;-	837	3	10	4	8	14	20
FBgn0000114	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	12205843;12240868;12270936;12270936;12270952;12271591;12271591;12271591;12271591;12278837;12278837;12278837;12278837;12282514;12282514;12282514;12282514;12287225;12288905;12298568;12298568;12298568;12298568;12298568;12298814;12298814;12298814;12298814;12298814;12299188;12299188;12299188;12299188;12299188;12300361;12304446;12304446;12304446;12304446;12304446;12310682;12310682;12310682;12310682;12310682;12312376;12312376;12312376;12312526;12312526;12312526	12206130;12241780;12271347;12271347;12271347;12272084;12272084;12272084;12272084;12278919;12278919;12278919;12278919;12282562;12282562;12282562;12282562;12287808;12289344;12298749;12298749;12298749;12298749;12298749;12299111;12299111;12299111;12299111;12299111;12299394;12299394;12299394;12299394;12299394;12300396;12304595;12304595;12304595;12304595;12304595;12311104;12311203;12311093;12311093;12311093;12312465;12312465;12312465;12312795;12312795;12312795	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5018	2	3	1	1	3	0
FBgn0051759	2L;2L;2L	12207627;12207919;12208020	12207961;12210110;12210008	+;+;+	2484	15	31	25	32	40	37
FBgn0051862	2L	12338870	12339418	+	549	0	0	0	0	0	0
FBgn0043904	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	12344381;12344381;12344381;12348150;12351704;12351704;12351704;12351704;12358041;12358041;12358041;12358041;12359601;12359601;12359601;12359601;12362601;12362601;12362601;12362601;12385562;12385562;12385562;12385562;12389190;12389190;12389190;12389190;12391929;12391929;12393391;12395900;12395900;12395900;12395900;12396293;12396293;12396293;12396293	12344550;12344550;12344550;12348355;12352783;12352783;12352783;12352783;12358261;12358261;12358261;12358261;12359683;12359683;12359683;12359683;12362649;12362649;12362649;12362649;12385740;12385740;12385740;12385740;12389670;12389670;12389670;12389670;12392206;12392206;12393858;12396040;12396040;12396040;12396040;12397534;12397534;12397534;12397534	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4598	5	12	7	11	15	8
FBgn0032424	2L;2L	12356441;12356646	12356592;12357906	+;+	1413	0	0	0	0	0	0
FBgn0051763	2L	12373715	12374119	+	405	1	3	1	0	3	2
FBgn0041195	2L;2L;2L;2L;2L;2L;2L;2L;2L	12398300;12399206;12399786;12400229;12400524;12400815;12401116;12401424;12401528	12399142;12399717;12400177;12400460;12400751;12401057;12401363;12401474;12402023	+;+;+;+;+;+;+;+;+	3245	0	0	0	1	1	4
FBgn0043841	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	12403270;12403270;12403270;12404436;12406989;12407185;12407185;12407550;12407550;12407550;12409456;12409456;12409456;12421641;12421641;12421641;12423323	12404177;12404119;12404177;12404479;12407466;12407466;12407466;12407734;12407734;12407734;12409623;12409623;12409623;12421841;12421829;12421864;12423421	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2106	5357	5528	4704	2634	3617	3297
FBgn0032428	2L;2L;2L;2L;2L	12424904;12425129;12425343;12425539;12426061	12425077;12425288;12425483;12426009;12426440	+;+;+;+;+	1326	4	3	4	7	6	4
FBgn0032429	2L;2L	12426942;12427469	12427387;12427663	-;-	641	214	314	247	213	256	286
FBgn0032430	2L;2L;2L;2L	12428032;12428143;12428661;12429798	12428083;12428597;12429740;12430031	+;+;+;+	1821	171	165	164	152	194	209
FBgn0032431	2L;2L;2L	12429827;12430278;12430747	12430193;12430693;12430893	-;-;-	930	4	2	0	4	1	1
FBgn0040286	2L;2L;2L;2L;2L;2L;2L;2L	12431856;12431868;12432309;12432309;12433579;12433579;12433835;12434559	12432204;12432204;12432723;12432723;12433709;12433709;12434045;12434665	-;-;-;-;-;-;-;-	1213	251	282	234	289	384	337
FBgn0020443	2L;2L;2L;2L;2L;2L;2L	12434432;12437813;12438072;12438902;12439054;12439296;12439521	12435423;12437998;12438841;12438988;12439230;12439464;12440605	+;+;+;+;+;+;+	3466	1406	1651	1369	1295	1662	1576
FBgn0032433	2L;2L;2L;2L;2L;2L;2L	12441400;12442009;12442756;12443011;12443814;12444169;12445680	12441946;12442688;12442949;12443754;12444055;12444530;12445911	-;-;-;-;-;-;-	3001	3	6	5	3	11	5
FBgn0032434	2L;2L;2L;2L;2L	12446224;12446766;12447544;12447854;12448016	12446614;12447380;12447793;12447959;12448113	-;-;-;-;-	1460	0	1	1	1	1	0
